answerKey,id,A,B,C,D,stem,Grade,subject,category
B,NYSEDREGENTS_2007_4_13,condenses into a cloud,flows on the ground,evaporates into a gas,moves downward into the ground,Base your answers on the diagram of the water cycle below and on your knowledge of science. {img:images/NYSEDREGENTS/2007_4th_Grade/08.PNG} Runoff is best described as water that,4,,Train
B,NYSEDREGENTS_2007_4_14,lake,Sun,cloud,forest,Base your answers on the diagram of the water cycle below and on your knowledge of science. {img:images/NYSEDREGENTS/2007_4th_Grade/08.PNG} What is the source of energy for the water cycle?,4,,Train
D,NYSEDREGENTS_2007_4_15,The air temperature went up steadily from Monday through Friday.,Monday and Friday were the warmest days.,The air temperature went up and then down.,The air temperature was higher on Friday than on Monday.,"The data table below shows the highest air temperature recorded each day from Monday through Friday. {img:images/NYSEDREGENTS/2007_4th_Grade/09.PNG} Based on the data table, which statement is correct?",4,,Train
B,NYSEDREGENTS_2007_4_18,rock,fish,air pump,gravel,Base your answers on the diagram below. The diagram shows some living and nonliving things in a fish tank. {img:images/NYSEDREGENTS/2007_4th_Grade/10.PNG} Which is a living thing shown in the diagram?,4,,Train
C,NYSEDREGENTS_2007_4_19,condensation,erosion,evaporation,precipitation,"Base your answers on the diagram below. The diagram shows some living and nonliving things in a fish tank. {img:images/NYSEDREGENTS/2007_4th_Grade/10.PNG} After several weeks, a student observes that the water level in the tank is lower. What process caused this to happen?",4,,Train
D,NYSEDREGENTS_2007_4_20,to make food,to provide shade,to attract animals,to protect the plant,What is the main function of the spines on the prickly cactus plant shown in the diagram below? {img:images/NYSEDREGENTS/2007_4th_Grade/11.PNG},4,,Train
A,NYSEDREGENTS_2007_4_23,It is carried by the wind.,It floats in moving water.,It passes through an animal's digestive system.,It sticks to an animal's fur.,The diagram below shows the seed of a maple tree. {img:images/NYSEDREGENTS/2007_4th_Grade/12.PNG} How is this seed most likely dispersed?,4,,Train
B,NYSEDREGENTS_2007_4_25,a learned trait,an inherited trait,a seasonal adaptation,an environmental condition,The diagram below shows a baby giraffe with its parents. {img:images/NYSEDREGENTS/2007_4th_Grade/13.PNG} The long neck on the baby giraffe is,4,,Train
B,NYSEDREGENTS_2007_4_26,A,B,C,D,The diagram below shows the stages of development of a plant. {img:images/NYSEDREGENTS/2007_4th_Grade/14.PNG} At which stage has germination begun?,4,,Train
D,NYSEDREGENTS_2007_4_28,adult,egg,larva,pupa,"The diagram below shows the life cycle of a mealworm. The stages in its life cycle are labeled W, X, Y, and Z. {img:images/NYSEDREGENTS/2007_4th_Grade/15.PNG} Which stage is shown at Y?",4,,Train
C,NYSEDREGENTS_2007_4_6,{img:images/NYSEDREGENTS/2007_4th_Grade/01.PNG},{img:images/NYSEDREGENTS/2007_4th_Grade/02.PNG},{img:images/NYSEDREGENTS/2007_4th_Grade/03.PNG},{img:images/NYSEDREGENTS/2007_4th_Grade/04.PNG},Which thermometer shows a temperature of 65°F?,4,,Train
D,NYSEDREGENTS_2007_4_9,pulley,lever,wheel,inclined plane,The diagram below shows a girl in a wheelchair using a ramp to enter a building. {img:images/NYSEDREGENTS/2007_4th_Grade/05.PNG} The ramp she is using is an example of which simple machine?,4,,Train
A,NYSEDREGENTS_2009_4_11,conduct electricity,produce electricity,store electricity,stop the flow of electricity,The diagram below shows an electrical circuit. {img:images/NYSEDREGENTS/2009_4th_Grade/03.PNG} The purpose of the copper wire is to,4,,Train
C,NYSEDREGENTS_2009_4_13,condensation,deposition,erosion,evaporation,The diagram below shows the effect of a river on an area over many years. {img:images/NYSEDREGENTS/2009_4th_Grade/04.PNG} Which process caused the valley to form?,4,,Train
D,NYSEDREGENTS_2009_4_16,air,water,sunlight,shelter,The diagram below shows a lodge where beavers live. {img:images/NYSEDREGENTS/2009_4th_Grade/05.PNG} This diagram shows that beavers need trees for,4,,Train
B,NYSEDREGENTS_2009_4_18,finding a mate,competing for food,seeking shelter,migrating for winter,The diagram below shows a fox and an owl both trying to catch a rabbit. {img:images/NYSEDREGENTS/2009_4th_Grade/06.PNG} The fox and the owl are both,4,,Train
D,NYSEDREGENTS_2009_4_21,A,B,C,D,"The diagram below shows the life cycle of a frog. Four stages of development are labeled A, B, C, and D. {img:images/NYSEDREGENTS/2009_4th_Grade/07.PNG} Which letter shows the adult stage of development?",4,,Train
D,NYSEDREGENTS_2009_4_29,6 cm,12 cm,14 cm,19 cm,"The data table below shows the height of a bean plant over a three-month period. The height of the plant is recorded in centimeters (cm). {img:images/NYSEDREGENTS/2009_4th_Grade/08.PNG} If the pattern shown continues, the height of the plant in June will be",4,,Train
A,NYSEDREGENTS_2009_4_30,decrease,increase,remain the same,,"The diagram below shows a food chain. {img:images/NYSEDREGENTS/2009_4th_Grade/09.PNG} If the wheat plants died, the population of mice would most likely",4,,Train
C,NYSEDREGENTS_2009_4_6,clay,plastic,steel,,"Base your answers on the information below and on your knowledge of science. A group of students completed a float or sink experiment. They put six objects into a bucket of water. The objects were made of three different materials: clay, plastic, and steel. The diagram below shows the results of the experiment. {img:images/NYSEDREGENTS/2009_4th_Grade/01.PNG} Which material always sank in this experiment?",4,,Train
C,NYSEDREGENTS_2009_4_7,color,mass,shape,texture,"Base your answers on the information below and on your knowledge of science. A group of students completed a float or sink experiment. They put six objects into a bucket of water. The objects were made of three different materials: clay, plastic, and steel. The diagram below shows the results of the experiment. {img:images/NYSEDREGENTS/2009_4th_Grade/01.PNG} The clay boat and clay ball have the same mass. Which property causes the boat to float and the ball to sink?",4,,Train
B,NYSEDREGENTS_2009_4_8,decrease,increase,remain the same,,"The diagram below shows a glass of water and a rock. {img:images/NYSEDREGENTS/2009_4th_Grade/02.PNG} When the rock is placed into the glass, the water level will",4,,Train
D,NYSEDREGENTS_2011_4_1,50 g,100 g,150 g,200 g,The diagram below shows a balance. Side A has five blocks and side B has three blocks. The mass of each block is shown in grams (g). {img:images/NYSEDREGENTS/2011_4th_Grade/01.PNG} How much greater is the mass of the blocks on side A than the mass of the blocks on side B?,4,,Train
C,NYSEDREGENTS_2011_4_12,magnetic,electrical,sound,light,The diagram below shows a bell ringing. {img:images/NYSEDREGENTS/2011_4th_Grade/04.PNG} Which form of energy is produced when a bell rings?,4,,Train
D,NYSEDREGENTS_2011_4_14,sound,mechanical,light,heat,The diagram below shows a pan of boiling water on a stove. {img:images/NYSEDREGENTS/2011_4th_Grade/05.PNG} Which form of energy changes the water from a liquid to a gas as it boils?,4,,Train
C,NYSEDREGENTS_2011_4_17,{img:images/NYSEDREGENTS/2011_4th_Grade/07.PNG},{img:images/NYSEDREGENTS/2011_4th_Grade/08.PNG},{img:images/NYSEDREGENTS/2011_4th_Grade/09.PNG},{img:images/NYSEDREGENTS/2011_4th_Grade/10.PNG},The diagram below shows a mature flower. {img:images/NYSEDREGENTS/2011_4th_Grade/06.PNG} This flower produced seeds that grew into new flowers. Which new flower is most likely an offspring of this mature flower?,4,,Train
B,NYSEDREGENTS_2011_4_18,a response to the environment,an inherited trait,coloration to attract mates,a seasonal adaptation,The diagram below shows a baby elephant with one of its parents. {img:images/NYSEDREGENTS/2011_4th_Grade/11.PNG} The baby elephant's trunk is an example of,4,,Train
B,NYSEDREGENTS_2011_4_19,A,B,C,D,"Base your answers on the diagram below, which shows four stages in the growth and development of a bean plant. The stages are labeled A, B, C, and D. {img:images/NYSEDREGENTS/2011_4th_Grade/12.PNG} In which stage is germination first visible?",4,,Train
B,NYSEDREGENTS_2011_4_20,seed,leaf,root,stem,"Base your answers on the diagram below, which shows four stages in the growth and development of a bean plant. The stages are labeled A, B, C, and D. {img:images/NYSEDREGENTS/2011_4th_Grade/12.PNG} Which new structure first appears in stage D?",4,,Train
D,NYSEDREGENTS_2011_4_21,larva,egg,adult,pupa,The diagram below shows four stages in the life cycle of a butterfly. One stage is labeled X. {img:images/NYSEDREGENTS/2011_4th_Grade/13.PNG} Which stage is shown at X?,4,,Train
B,NYSEDREGENTS_2011_4_28,life span,food chain,water cycle,seed germinating,"Base your answers on the diagram below and on your knowledge of science. The diagram shows a relationship between several organisms, labeled A, B, C, and D. {img:images/NYSEDREGENTS/2011_4th_Grade/14.PNG} The sequence shown in this diagram represents a",4,,Train
A,NYSEDREGENTS_2011_4_29,A,B,C,D,"Base your answers on the diagram below and on your knowledge of science. The diagram shows a relationship between several organisms, labeled A, B, C, and D. {img:images/NYSEDREGENTS/2011_4th_Grade/14.PNG} Which organism in the diagram is a producer?",4,,Train
C,NYSEDREGENTS_2011_4_30,A,B,C,D,"Base your answers on the diagram below and on your knowledge of science. The diagram shows a relationship between several organisms, labeled A, B, C, and D. {img:images/NYSEDREGENTS/2011_4th_Grade/14.PNG} Which organism in the diagram is both predator and prey?",4,,Train
B,NYSEDREGENTS_2011_4_4,the Sun,the Moon,the stars,Earth,A calendar for the month of September 2003 is shown below. {img:images/NYSEDREGENTS/2011_4th_Grade/02.PNG} The calendar shows the changing appearance of,4,,Train
A,NYSEDREGENTS_2011_4_9,mass,shape,temperature,texture,The diagram below shows a solid piece of chocolate before it was melted and the same piece of chocolate after it was melted into a liquid. {img:images/NYSEDREGENTS/2011_4th_Grade/03.PNG} Which property of the piece of chocolate is the same in the two diagrams?,4,,Train
C,NYSEDREGENTS_2016_4_15,moving 200 g from side A to side B,moving 200 g from side B to side A,moving 100 g from side A to side B,moving 100 g from side B to side A,The diagram below shows a balance. Side A has five blocks and side B has three blocks. The mass of each block is shown in grams (g). {img:images/NYSEDREGENTS/2016_4th_Grade/6.png} A student could balance sides A and B by,4,,Train
B,NYSEDREGENTS_2016_4_17,chemical,electrical,heat,light,The diagram below shows a fan that uses energy to move the air in a room. {img:images/NYSEDREGENTS/2016_4th_Grade/7.png} Which form of energy causes the blades of the fan to turn?,4,,Train
D,NYSEDREGENTS_2016_4_22,solar,sound,electrical,mechanical,The diagram below shows a person lighting a match by rubbing it on a rough surface. {img:images/NYSEDREGENTS/2016_4th_Grade/8.png} Which form of energy is being used to light the match?,4,,Train
A,NYSEDREGENTS_2016_4_23,condensation,evaporation,precipitation,runoff,The diagram below shows a glass of liquid with ice that has been placed in a sunny window. Water droplets have formed on the outside of the glass. {img:images/NYSEDREGENTS/2016_4th_Grade/9.png} Which process caused the water droplets to form on the outside of the glass?,4,,Train
B,NYSEDREGENTS_2016_4_27,less mass,less friction,more gravity,more erosion,"The diagrams A and B below show a student moving the same boxes in two different ways. In diagram B, the student is using wheels, which are part of a simple machine. {img:images/NYSEDREGENTS/2016_4th_Grade/10.png} It will be easier for the student to use wheels to push the boxes in diagram B because there is",4,,Train
B,NYSEDREGENTS_2016_4_28,2°F,4°F,6°F,8°F,"The data table below shows air temperatures, in degrees Fahrenheit (°F), recorded at noon for five days. {img:images/NYSEDREGENTS/2016_4th_Grade/11.png} How much lower was the temperature at noon on Wednesday than at noon on Monday?",4,,Train
C,NYSEDREGENTS_2016_4_30,28°F,40°F,50°F,65°F,The map below shows some weather conditions at five different locations on a single day in the United States. {img:images/NYSEDREGENTS/2016_4th_Grade/12.png} What is the temperature at the location on the map where liquid precipitation is occurring?,4,,Train
D,NYSEDREGENTS_2016_4_4,flower,leaf,stem,roots,The diagram below shows four plant structures. {img:images/NYSEDREGENTS/2016_4th_Grade/1.png} Which plant structure takes in the water and nutrients used by the plant to grow?,4,,Train
B,NYSEDREGENTS_2016_4_5,exercising regularly,eating a balanced diet,avoiding harmful substances,washing hands,The diagram below shows a model used to help people make healthful food choices. {img:images/NYSEDREGENTS/2016_4th_Grade/2.png} Which good health habit is encouraged by this model?,4,,Train
C,NYSEDREGENTS_2016_4_6,obtain water,produce food,disperse (spread),capture sunlight,The diagram below shows seeds from two different plants. {img:images/NYSEDREGENTS/2016_4th_Grade/3.png} Each seed is attached to a structure that helps the seed to,4,,Train
D,NYSEDREGENTS_2016_4_7,taking in nutrients,eliminating waste,reproducing,communicating,The diagram below shows a bird. The {img:images/NYSEDREGENTS/2016_4th_Grade/4.png} represents the bird making sounds (chirping). {img:images/NYSEDREGENTS/2016_4th_Grade/5.png} Which animal behavior is demonstrated by the bird chirping?,4,,Train
B,OHAT_2007_5_14,{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2007-8.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2007-9.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2007-10.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2007-11.png},Which seed has structures that allow animals to transport the seed on their fur?,5,,Train
B,OHAT_2008_5_28,solid -> gas,liquid -> gas,solid -> liquid,liquid -> solid,"Popcorn kernels contain a solid material called starch and a small amount of water at room temperature. When the temperature of the kernels of popcorn increase, they explode or pop. {img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2008-9.png} Which change in the state of the water takes place inside the kernel, causing the volume to increase?",5,,Train
A,OHAT_2009_5_32,{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2009-16.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2009-17.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2009-18.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2009-19.png},"A student connects a bulb to a battery as shown, but the light produced is dim. {img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2009-15.png} Which diagram shows how a second battery can be connected to make the bulb brighter?",5,,Train
C,OHAT_2009_5_33,food for the bee,food for the sunflower,reproduction of the sunflower,production of sunflower petals,A sunflower and bee are shown. {img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2009-20.png} What is the function of the sunflower's seeds?,5,,Train
A,OHAT_2009_5_40,{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2009-28.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2009-29.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2009-30.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2009-31.png},Which shows a chemical change?,5,,Train
A,OHAT_2010_5_15,The liquid expands.,The liquid contracts.,The glass around the liquid expands.,The glass around the liquid contracts.,Use the information below to answer the question. {img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2010-5.png} Students observe the liquid in the thermometer rising as the temperature increases. What is the effect of the transfer of thermal energy that explains this observation?,5,,Train
C,OHAT_2010_5_30,{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2010-11.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2010-12.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2010-13.png},{img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2010-14.png},Plants often store food and water in their roots. Which plant has roots that are often eaten by mammals?,5,,Train
B,OHAT_2011_5_15,substance W,substance X,substance Y,substance Z,"Use the information below to answer the question. {img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2011-3.png} According to this information, which substance is a metal?",5,,Train
D,OHAT_2011_5_4,leaf,root,stem,flower,Use the following picture to answer the question. {img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2011-1.png} What structure on this plant makes seeds so that the plant can reproduce?,5,,Train
B,OHAT_2011_5_42,The water reflects light passing through it.,The water refracts light passing through it.,The water scatters light passing through it.,The water absorbs light passing through it.,A student looks at the two glasses pictured below. One of the glasses contains water. {img:images/StatesDMC-DA/Ohio/5thGr/OH-5-2011-15.png} Why does the straw in the glass of water appear to be split at the surface of the water?,5,,Train
D,TAKS_2009_5_10,Does electricity prevent rust?,Will a glowing lightbulb get hot?,How long will a battery work?,Which materials conduct electricity?,{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-9.png} The chart shows the results of an investigation. Which question could be answered from these data?,5,,Train
C,TAKS_2009_5_17,Gulf Coast water dog,Smallmouth salamander,Spotted salamander,Texas blind salamander,"{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-16.png} On a recent field trip, students found a 20-centimeter-long salamander. The salamander had four toes on its front feet and five toes on its back feet. According to the table above, the students most likely found which type of salamander?",5,,Train
A,TAKS_2009_5_19,{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-17.png},{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-18.png},{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-19.png},{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-20.png},Which picture best shows the process of condensation?,5,,Train
D,TAKS_2009_5_34,bounces as it reaches the marble,changes color as it enters the marble,shines less brightly behind the marble,bends as it passes through the marble,{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-25.png} The picture shows a clear glass marble on top of some words. Some of the letters look different because light -,5,,Train
A,TAKS_2009_5_4,{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-3.png},{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-4.png},{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-5.png},{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-6.png},{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-2.png} Which tool below best models the way the dog's jaws work?,5,,Train
A,TAKS_2009_5_7,Long neck,Tan fur,Curled horns,Large ears,"{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-7.png} The picture shows a type of gazelle that lives in Africa. It eats leaves, twigs, flowers, and fruits. Which characteristic most helps this gazelle get food?",5,,Train
C,TAKS_2009_5_8,the cicada was killed by a bird,the cicada's outer skin helps attract mates,cicadas shed their skin during their life cycle,cicadas first appeared on Earth before dinosaurs were extinct,{img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-8.png} The pictures show an empty cicada shell and a cicada. The cicada shell most likely shows that -,5,,Train
B,TAKS_2009-A_5_1,Herring,Salmon,Seabirds,,Look at the marine food web below. {img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-28.png} What do seals eat?,5,,Train
A,TAKS_2009-A_5_28,Move in a path,Cool a battery,Jump through the air,,"Look at the picture below. It shows an electric circuit. {img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-40.png} According to the information in the picture, what must the current in a circuit do?",5,,Train
C,TAKS_2009-A_5_5,Its food chain,Its life cycle,Its environment,,Look at the picture below. A small fish is hiding inside the coral to keep from being eaten by the larger fish. {img:images/StatesDMC-DA/TAKS/5thGr/TX-5-2009-29.png} What is protecting the small fish?,5,,Train
D,VASoL_2007_3_17,A stream,A marshland,An ocean,A forest,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-20.png} This food chain is MOST likely to be found in what type of environment?,3,,Train
D,VASoL_2007_3_2,Rainfall,Evaporation,Wind currents,Magnetism,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-1.png} What makes the needle on the compass in the picture point north?,3,,Train
B,VASoL_2007_3_26,need some shade,lose their leaves,are shrubs,have thorns,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-36.png} These three plants are grouped together because all three -,3,,Train
D,VASoL_2007_3_27,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-37.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-38.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-39.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-40.png},Which of these shows a pulley?,3,,Train
A,VASoL_2007_3_28,Lizard,Butterfly,Fish,Bird,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-41.png} This habitat is BEST for which type of pet?,3,,Train
C,VASoL_2007_3_29,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-42.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-43.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-44.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-45.png},Which of these living things is a producer in a food chain?,3,,Train
C,VASoL_2007_3_3,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-2.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-3.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-4.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-5.png},These pictures can be put in order to tell a story. Which of these pictures MOST likely comes last?,3,,Train
D,VASoL_2007_3_4,Salt tastes different when water is heated.,Salt will cause water to heat up.,Salt is used to make hot water.,Salt dissolves more easily in hot water.,"{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-6.png} The graph shows what happened when salt was added to water in a glass. According to the graph, which of these is correct?",3,,Train
C,VASoL_2007_3_7,12 centimeters (cm),14 centimeters (cm),18 centimeters (cm),20 centimeters (cm),"{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-7.png} Using the picture, which measurement is closest to how far the frog jumped?",3,,Train
C,VASoL_2007_3_9,Group 1,Group 2,Group 3,Group 4,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2007-8.png} A rattlesnake belongs in which of the above groups?,3,,Train
B,VASoL_2007_5_13,Release oxygen,Produce seeds,Absorb sunlight,Promote growth,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-13.png} The table lists the parts of a violet plant and their functions. What is the function of violet flowers?,5,,Train
B,VASoL_2007_5_15,They can eat the twigs.,They are hidden from predators.,They can crawl on the bottom of creeks.,They are able to keep warm.,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-15.png} The picture shows some caddis fly larvae. These larvae cover themselves with small twigs and pebbles. What is the advantage of this behavior?,5,,Train
C,VASoL_2007_5_16,Amount of water,Slope of the hill,Size of the rocks,Type of dirt,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-16.png} In an experiment, Jackson tested to see how the size of rocks affects the amount of dirt that washes away when water flows downhill. Which variable was manipulated?",5,,Train
D,VASoL_2007_5_20,absorbs light,produces light,repels light,refracts light,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-18.png} The flower's stem appears larger under water because the water -,5,,Train
C,VASoL_2007_5_23,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-19.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-20.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-21.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-22.png},Which of these instruments measures wind speed?,5,,Train
A,VASoL_2007_5_27,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-28.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-29.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-30.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-31.png},Which of these has kinetic energy?,5,,Train
D,VASoL_2007_5_29,be made of a different material,have soil from the same place,be tested by the same person,contain the same amount of soil,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-32.png} To find out which soil absorbs (holds) moisture best, each container shown must -",5,,Train
B,VASoL_2007_5_5,Chemical,Electrical,Solar,Nuclear,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-8.png} Which form of energy is being used by the toaster?,5,,Train
A,VASoL_2007_5_6,Worm,Mushroom,Sunflower,Amoeba,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-9.png} A student made a list of examples of each of the five kingdoms. The list contains two examples from the same kingdom. Which one of these should be removed from the list?,5,,Train
A,VASoL_2007_5_8,6 cm,7 cm,11 cm,13 cm,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-10.png} Three measurements of the same leaf were taken during June. Based on the graph, how much did the leaf grow in length from June 1 to June 30?",5,,Train
A,VASoL_2007_5_9,direction and speed,mass and volume,speed and color,volume and direction,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2007-11.png} To describe this car's motion, a student should use its -",5,,Train
C,VASoL_2008_3_15,Dill pickles,Zesty pickles,Candied pickles,Pickled peppers,"{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-26.png} Based on the chart, which pickle will MOST likely taste sweet?",3,,Train
A,VASoL_2008_3_18,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-27.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-28.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-29.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-30.png},Which picture shows objects with shapes MOST alike?,3,,Train
D,VASoL_2008_3_27,More wind,Fewer clouds in the sky,Less rainfall,More hours of daylight,"{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-40.png} After winter, which of these will MOST likely make a tree start to bud?",3,,Train
B,VASoL_2008_3_29,Gravel driveway,Dirt pile,Stepping stones,Soil under grass,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-42.png} Which thing near this house will wash away the MOST during a heavy rain?,3,,Train
A,VASoL_2008_3_3,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-2.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-3.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-4.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-5.png},Which will have a bad effect on the air people breathe?,3,,Train
D,VASoL_2008_3_31,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-43.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-44.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-45.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-46.png},Which of these is an example of a lever?,3,,Train
D,VASoL_2008_3_4,is shiny,can float,is plastic,can vibrate,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-6.png} A kazoo is a toy that makes a sound when a person hums into it. Sound comes out of the kazoo because it -,3,,Train
C,VASoL_2008_3_40,{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-49.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-50.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-51.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-52.png},{img:images/StatesDMC-DA/Virginia/3rdGr/VA-3-2008-48.png} Which graph shows the correct type and number of fish in the fish tank?,3,,Train
A,VASoL_2008_5_24,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-24.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-25.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-26.png},{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-27.png},Which of these animals is an invertebrate?,5,,Train
C,VASoL_2008_5_29,Owl,Vulture,Golden eagle,Bald eagle,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-29.png} Based on the bird of prey key, which bird is shown in the picture? {img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-30.png}",5,,Train
B,VASoL_2008_5_38,Rubber band,Metal nail,Leather shoelace,Wooden toothpick,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-37.png} Which of these best completes the circuit?,5,,Train
A,VASoL_2008_5_4,36 cm,39 cm,42 cm,45 cm,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-7.png} The graph shows the height change of a plant over a period of 11 months. How tall should the plant be at month 12 if all conditions remain the same and the plant continues to grow at the same rate?,5,,Train
D,VASoL_2008_5_6,2002,2003,2004,2005,"{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-8.png} The graph shows the amount of rain that fell during the summer for each of four years. Weather data show that the average rainfall during the summer is about 12 inches. Based on the graph, rainfall was closest to the average during -",5,,Train
B,VASoL_2008_5_7,absorbing water from the air for nourishment,using sunlight for energy in food production,reproducing more bean plants for survival of the species,adding support for the plant as it grows taller,{img:images/StatesDMC-DA/Virginia/5thGr/VA-5-2008-9.png} The picture shows a sprouting bean plant. The leaf produced will help the plant by -,5,,Train
